split,image_path,label_path,n_boxes,width,height,md5
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00019_DJI_20230726084333_0004_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00019_DJI_20230726084333_0004_V.txt,5,5280,3956,890d78656feabc502638390cb80d0992
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00020_DJI_20230809145612_0012_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00020_DJI_20230809145612_0012_V.txt,5,4000,3000,4723f8d125607881b70f7beeed12b12c
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00021_DJI_20230809151124_0008_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00021_DJI_20230809151124_0008_V.txt,1,4000,3000,b692d5ea4bd1cba7da56a3c034a29506
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00022_DJI_20230627133121_0086_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00022_DJI_20230627133121_0086_V.txt,0,5280,3956,3d43bd5514a3262b7294fdfdcf3bbb65
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00023_DJI_20230809145619_0021_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00023_DJI_20230809145619_0021_V.txt,6,4000,3000,151d992b559912900aab4f8d1aa01730
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00024_DJI_20230926135549_0023_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00024_DJI_20230926135549_0023_V.txt,7,5280,3956,f8cfe9f1883ad002159be1aedab2f8f6
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00025_DJI_20230809145631_0035_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00025_DJI_20230809145631_0035_V.txt,3,4000,3000,c1e71f41a713940b6ac56f759e1a0672
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00026_DJI_20230926134612_0003_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00026_DJI_20230926134612_0003_V.txt,1,5280,3956,cd1eeb68b19d325aec356606d9aa2c27
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00027_DJI_20230926114251_0020_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00027_DJI_20230926114251_0020_V.txt,2,5280,3956,ed24fc9736d4cb9988c99520c82a6d10
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00028_DJI_20230726084343_0006_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00028_DJI_20230726084343_0006_V.txt,2,5280,3956,ea059ab94c513f65106a2175b713a639
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00029_DJI_20230809151214_0043_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00029_DJI_20230809151214_0043_V.txt,0,4000,3000,b9bd01a16be94ac43a2295d1498937be
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00030_DJI_20230726084348_0007_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00030_DJI_20230726084348_0007_V.txt,2,5280,3956,8d5977d0aeea77182891cebc93beb3af
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00031_DJI_20230809145608_0008_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00031_DJI_20230809145608_0008_V.txt,3,4000,3000,f77c85087cfb3fb5c1c001dce7c512ff
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00032_DJI_20230926114311_0024_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00032_DJI_20230926114311_0024_V.txt,2,5280,3956,2b78031a8f2365c76f784681b24b101b
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00033_DJI_20230627132822_0027_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00033_DJI_20230627132822_0027_V.txt,0,5280,3956,044d3e59904333d52f81d6b7db0bc0da
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00034_DJI_20230926115248_0032_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00034_DJI_20230926115248_0032_V.txt,10,5280,3956,c0deb19538dbbc5bd5503bc57106ed01
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00035_DJI_20230809145618_0019_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00035_DJI_20230809145618_0019_V.txt,4,4000,3000,6fa4d2bec9451d3e4e37b417dd520c8a
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00036_DJI_20230926135049_0055_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00036_DJI_20230926135049_0055_V.txt,0,5280,3956,fbc0bd946545cded065c4326df5f2e64
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00037_DJI_20230926114358_0032_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00037_DJI_20230926114358_0032_V.txt,6,5280,3956,6b5c9ea4144e73fffda3812d13b6197b
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00038_DJI_20230623110909_0028_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00038_DJI_20230623110909_0028_V.txt,3,5280,3956,a32d6628f098b0a32f9c3d5252fe3215
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00039_DJI_20230726084358_0009_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00039_DJI_20230726084358_0009_V.txt,5,5280,3956,df5892232af0cc0f468fb0c8a0cfa35e
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00040_DJI_20230809145610_0010_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00040_DJI_20230809145610_0010_V.txt,3,4000,3000,49b088fc559f66caa2da10dd33934e9f
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00041_DJI_20230627133343_0129_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00041_DJI_20230627133343_0129_V.txt,0,5280,3956,9d5d3b2197f4289ab388c5235634c625
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00042_DJI_20230627133158_0097_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00042_DJI_20230627133158_0097_V.txt,9,5280,3956,22fdefe5122000b00739f73eb6e3a1ff
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00043_DJI_20230605184542_0011_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00043_DJI_20230605184542_0011_V.txt,1,4000,3000,0222af48fce59cd21deb793ea2686769
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00044_DJI_20230623110929_0032_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00044_DJI_20230623110929_0032_V.txt,2,5280,3956,85a27935459a7b3a33a8f95097d5b0b8
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00045_DJI_20230605184615_0034_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00045_DJI_20230605184615_0034_V.txt,2,4000,3000,c672dde618b98f08a2d4dbf056338dfa
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00046_DJI_20230627133127_0088_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00046_DJI_20230627133127_0088_V.txt,0,5280,3956,5ce6adff20eac9c0095a139c6b9b2d10
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00047_DJI_20230605184540_0009_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00047_DJI_20230605184540_0009_V.txt,2,4000,3000,6152477a2b0843ad31b8736972cde4cf
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00048_DJI_20230926115156_0023_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00048_DJI_20230926115156_0023_V.txt,12,5280,3956,7864c68540107f203fcabc4afce919d0
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00049_DJI_20230627132738_0015_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00049_DJI_20230627132738_0015_V.txt,1,5280,3956,dcea93bcf07ea5c12a4f3efc563c78f8
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00050_DJI_20230926115258_0034_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00050_DJI_20230926115258_0034_V.txt,1,5280,3956,6966fcf7ef3fdc907edcc30ccf360ff5
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00051_DJI_20230926135514_0016_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00051_DJI_20230926135514_0016_V.txt,5,5280,3956,6980450af498c8ec10522aa926578842
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00052_DJI_20230809145606_0005_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00052_DJI_20230809145606_0005_V.txt,0,4000,3000,bd620e74b718ac7b023f50bb6e7f8027
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00053_DJI_20230627132900_0040_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00053_DJI_20230627132900_0040_V.txt,5,5280,3956,66c920b796d766979fc6acd0e02c0020
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00054_DJI_20230926135504_0014_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00054_DJI_20230926135504_0014_V.txt,6,5280,3956,0c4d814ecf885d77910b29440a5f8391
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00055_DJI_20230809151122_0006_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00055_DJI_20230809151122_0006_V.txt,1,4000,3000,82f346bd8793c23233d2b6dca4581638
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00056_DJI_20230809151116_0002_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00056_DJI_20230809151116_0002_V.txt,1,4000,3000,dc96633bd9554b3fd6da3fb024582d71
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00057_DJI_20230926115141_0020_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00057_DJI_20230926115141_0020_V.txt,1,5280,3956,5c8e7f29ba47e91476d6aa954b82b195
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00058_DJI_20230627132916_0044_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00058_DJI_20230627132916_0044_V.txt,0,5280,3956,bc3d2a8580181fe41bf07e26301b70c0
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00059_DJI_20230627133054_0077_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00059_DJI_20230627133054_0077_V.txt,9,5280,3956,a48639f233c881b40a1c1e544e019156
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00060_DJI_20230726084412_0012_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00060_DJI_20230726084412_0012_V.txt,8,5280,3956,62c71e3ace397caaf1ee27008e8ab59f
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00061_DJI_20230926115343_0043_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00061_DJI_20230926115343_0043_V.txt,5,5280,3956,7bb7feea904e8d461464287cfb820bcb
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00062_DJI_20230926115146_0021_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00062_DJI_20230926115146_0021_V.txt,1,5280,3956,9442a1aa4f681fdf590c1ce33705c3f7
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00063_DJI_20230809151115_0001_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00063_DJI_20230809151115_0001_V.txt,1,4000,3000,466972e0e4e9bc608b88e02cb3cb96cb
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00064_DJI_20230809145628_0031_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00064_DJI_20230809145628_0031_V.txt,2,4000,3000,b7e7a0997a9534f5fc79638d8067e407
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00065_DJI_20230809145613_0013_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00065_DJI_20230809145613_0013_V.txt,2,4000,3000,22b2eee80e27ce4db83b080ccda5a276
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00066_DJI_20230627132958_0058_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00066_DJI_20230627132958_0058_V.txt,6,5280,3956,032cbac6a9c09d1075708b93925c0aa0
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00067_DJI_20230809145611_0011_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00067_DJI_20230809145611_0011_V.txt,3,4000,3000,280a91502dc492d1cb97d593da3ec326
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00068_DJI_20230809145620_0022_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00068_DJI_20230809145620_0022_V.txt,10,4000,3000,677e7e0826445caf8d7263272100bfb2
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00069_DJI_20230627132744_0017_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00069_DJI_20230627132744_0017_V.txt,1,5280,3956,ba675377cde15478bd90a7b384f9a6b6
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00070_DJI_20230623110725_0007_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00070_DJI_20230623110725_0007_V.txt,2,5280,3956,e749c110fd96e97d9593d4eb9e8017f8
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00071_DJI_20230627132819_0026_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00071_DJI_20230627132819_0026_V.txt,1,5280,3956,826903e7e21eb1739a8c11ad8475f6be
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00072_DJI_20230605184616_0035_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00072_DJI_20230605184616_0035_V.txt,1,4000,3000,9fc4aa40fa0be46d61f8370f3fdb99bd
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00073_DJI_20230926134939_0042_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00073_DJI_20230926134939_0042_V.txt,1,5280,3956,ab412e1824d32e0441d36318f8cb5833
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\images\train\train_00074_DJI_20230926134607_0002_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_improved\labels\train\train_00074_DJI_20230926134607_0002_V.txt,1,5280,3956,ef4591cd5a7c66566015c0a6d8e5bd3c
