split,image_path,label_path,n_boxes,width,height,md5
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00029_DJI_20230809145617_0018_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00029_DJI_20230809145617_0018_V.txt,1,4000,3000,973256b579d6e1099e8e80fc0a3a5f71
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00030_DJI_20230926115308_0036_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00030_DJI_20230926115308_0036_V.txt,0,5280,3956,744a0ca4dbfd8b4b242e09d265792917
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00031_DJI_20230926135514_0016_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00031_DJI_20230926135514_0016_V.txt,1,5280,3956,6980450af498c8ec10522aa926578842
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00032_DJI_20230726084338_0005_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00032_DJI_20230726084338_0005_V.txt,1,5280,3956,80a0cdba084f3cffd6adc49fa866c17a
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00033_DJI_20230627133112_0083_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00033_DJI_20230627133112_0083_V.txt,3,5280,3956,cb28fc6161010b3a922bb4589ee3a0a6
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00034_DJI_20230926115458_0057_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00034_DJI_20230926115458_0057_V.txt,0,5280,3956,0f37f72f7eca8d301125ebca4c14f005
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00035_DJI_20230726084353_0008_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00035_DJI_20230726084353_0008_V.txt,0,5280,3956,f51984db2c68f66abae40f3098083eef
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00036_DJI_20230726084726_0051_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00036_DJI_20230726084726_0051_V.txt,0,5280,3956,e9dae0381f41d25d35e9790ef129099a
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00037_DJI_20230926134944_0043_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00037_DJI_20230926134944_0043_V.txt,0,5280,3956,ad4474a931c0570eff0bcae45c11d966
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00038_DJI_20230809145610_0010_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00038_DJI_20230809145610_0010_V.txt,3,4000,3000,49b088fc559f66caa2da10dd33934e9f
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00039_DJI_20230726084417_0013_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00039_DJI_20230726084417_0013_V.txt,0,5280,3956,248f8170c0519273b470b6b2be91e31b
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00040_DJI_20230809145608_0008_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00040_DJI_20230809145608_0008_V.txt,3,4000,3000,f77c85087cfb3fb5c1c001dce7c512ff
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00041_DJI_20230627133340_0128_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00041_DJI_20230627133340_0128_V.txt,0,5280,3956,f7d5d42e828ce357fa701e92e109b419
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00042_DJI_20230926114306_0023_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00042_DJI_20230926114306_0023_V.txt,4,5280,3956,71b3b94c46a400c1ade412dea755cbb7
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00043_DJI_20230926135755_0047_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00043_DJI_20230926135755_0047_V.txt,0,5280,3956,c2180879014cd6c096a09111e06dd3e0
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00044_DJI_20230809145607_0007_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00044_DJI_20230809145607_0007_V.txt,1,4000,3000,546cf568fbbca2a1ce863eaf9055a1dc
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00045_DJI_20230809151115_0001_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00045_DJI_20230809151115_0001_V.txt,0,4000,3000,466972e0e4e9bc608b88e02cb3cb96cb
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00046_DJI_20230926114453_0043_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00046_DJI_20230926114453_0043_V.txt,1,5280,3956,7a19b6974e2b3cf4e535df3a62dffb53
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00047_DJI_20230627133210_0101_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00047_DJI_20230627133210_0101_V.txt,0,5280,3956,46cdf702be3e30bdef0b70ab55b3ebc1
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00048_DJI_20230926134717_0015_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00048_DJI_20230926134717_0015_V.txt,1,5280,3956,2452a2c19fdf9b992d04ace9ef2c0563
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00049_DJI_20230627133054_0077_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00049_DJI_20230627133054_0077_V.txt,6,5280,3956,a48639f233c881b40a1c1e544e019156
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00050_DJI_20230623111039_0046_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00050_DJI_20230623111039_0046_V.txt,0,5280,3956,61d36f737f2055da64ddabedab0b14c3
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00051_DJI_20230926134801_0024_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00051_DJI_20230926134801_0024_V.txt,0,5280,3956,5e40ea41a2bf078ba26c0b2cfa51c467
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00052_DJI_20230623111058_0050_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00052_DJI_20230623111058_0050_V.txt,0,5280,3956,f719a27f747b0d450406a2854e91ef8e
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00053_DJI_20230627133016_0064_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00053_DJI_20230627133016_0064_V.txt,0,5280,3956,717818e4e5387cff45655aa4ef56b16a
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00054_DJI_20230623110939_0034_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00054_DJI_20230623110939_0034_V.txt,0,5280,3956,62c038f96d9efb6edc84b579fee1a936
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00055_DJI_20230926115243_0031_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00055_DJI_20230926115243_0031_V.txt,0,5280,3956,e634a5ada1dc52aa6feb16c68ba97913
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00056_DJI_20230726084442_0018_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00056_DJI_20230726084442_0018_V.txt,0,5280,3956,275f00a07b3b879bff4e3087d19a7d1b
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00057_DJI_20230809145638_0043_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00057_DJI_20230809145638_0043_V.txt,0,4000,3000,45533ce46df36b741b58bdfe4169c046
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00058_DJI_20230809151136_0016_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00058_DJI_20230809151136_0016_V.txt,0,4000,3000,deea7a8fcb9a6034cdd9c28c19589823
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00059_DJI_20230926135033_0053_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00059_DJI_20230926135033_0053_V.txt,0,5280,3956,45bc2efb686384b1b10f6b4c5d20da24
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00060_DJI_20230627132934_0050_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00060_DJI_20230627132934_0050_V.txt,0,5280,3956,932e0489ee6a40650cf6a234e54d0938
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00061_DJI_20230926135741_0044_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00061_DJI_20230926135741_0044_V.txt,0,5280,3956,c5cf9cc08bd5b8e04cd61d9f98141f9c
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00062_DJI_20230926114301_0022_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00062_DJI_20230926114301_0022_V.txt,1,5280,3956,72228a4e1cbd7cc0b618ff9de3772634
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00063_DJI_20230623110909_0028_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00063_DJI_20230623110909_0028_V.txt,1,5280,3956,a32d6628f098b0a32f9c3d5252fe3215
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00064_DJI_20230809151153_0028_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00064_DJI_20230809151153_0028_V.txt,0,4000,3000,c71b2ef79ff99465b115146819bfd6a7
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00065_DJI_20230627133130_0089_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00065_DJI_20230627133130_0089_V.txt,0,5280,3956,ae3c3957ce7ba3ea6c81ea3135fb2171
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00066_DJI_20230627133240_0108_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00066_DJI_20230627133240_0108_V.txt,6,5280,3956,5ec5ef04c7942d8bbbc67a82ec9729b5
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00067_DJI_20230605184541_0010_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00067_DJI_20230605184541_0010_V.txt,0,4000,3000,7112765a1f0063b953c4a57ddebda386
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00068_DJI_20230726084631_0040_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00068_DJI_20230726084631_0040_V.txt,0,5280,3956,c1928110174f52c59df512b85aded04e
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00069_DJI_20230627132825_0028_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00069_DJI_20230627132825_0028_V.txt,0,5280,3956,386b6776e34f4a71499aac3c0fbffa26
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00070_DJI_20230627132937_0051_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00070_DJI_20230627132937_0051_V.txt,0,5280,3956,75940945dde74019e10c7d500f698296
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00071_DJI_20230926114458_0044_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00071_DJI_20230926114458_0044_V.txt,1,5280,3956,d7c4099f1dc3c027b3cf309c7904b870
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00072_DJI_20230809151201_0034_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00072_DJI_20230809151201_0034_V.txt,0,4000,3000,1d2c091a60572339376366342a4c750a
train,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\images\train\train_00073_DJI_20230623110829_0020_V.jpg,C:\Users\Ramiro\Documents\Trabajo Integrador\cowtrack\data\processed\yolo_aerial_overnight\labels\train\train_00073_DJI_20230623110829_0020_V.txt,0,5280,3956,332c4050c9a9ee63d08a8fe1fcec8172
